#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS: 180  33
# Band-Index:    1
   2.84499     -5.815134  0.346  0.154  0.022  0.096  0.000  0.000  0.000  0.000  0.000  0.616
   2.81614     -6.021555  0.346  0.150  0.022  0.096  0.000  0.000  0.000  0.000  0.000  0.614
   2.78728     -6.224637  0.348  0.146  0.024  0.094  0.000  0.000  0.000  0.000  0.000  0.612
   2.75843     -6.424591  0.352  0.140  0.026  0.094  0.000  0.000  0.000  0.000  0.000  0.610
   2.72957     -6.621237  0.354  0.136  0.026  0.092  0.000  0.000  0.000  0.000  0.000  0.608
   2.70072     -6.813912  0.358  0.132  0.028  0.090  0.000  0.000  0.000  0.000  0.000  0.608
   2.67186     -7.002783  0.362  0.126  0.028  0.090  0.000  0.000  0.000  0.000  0.000  0.606
   2.64300     -7.187764  0.366  0.122  0.030  0.088  0.000  0.000  0.000  0.000  0.000  0.604
   2.61415     -7.368627  0.368  0.118  0.030  0.088  0.000  0.000  0.000  0.000  0.000  0.604
   2.58529     -7.545635  0.372  0.112  0.030  0.086  0.000  0.000  0.000  0.000  0.000  0.602
   2.55644     -7.718722  0.376  0.108  0.032  0.084  0.000  0.000  0.000  0.000  0.000  0.600
   2.52758     -7.887335  0.380  0.104  0.032  0.084  0.000  0.000  0.000  0.000  0.000  0.600
   2.49873     -8.052006  0.384  0.100  0.032  0.082  0.000  0.000  0.000  0.000  0.000  0.598
   2.46987     -8.212394  0.388  0.096  0.034  0.082  0.000  0.000  0.000  0.000  0.000  0.598
   2.44102     -8.368513  0.392  0.092  0.034  0.080  0.000  0.000  0.000  0.000  0.000  0.596
   2.41216     -8.520276  0.396  0.088  0.034  0.078  0.000  0.000  0.000  0.000  0.000  0.596
   2.38331     -8.667895  0.400  0.084  0.034  0.078  0.000  0.000  0.000  0.000  0.000  0.594
   2.35445     -8.811089  0.402  0.080  0.034  0.076  0.000  0.000  0.000  0.000  0.000  0.594
   2.32560     -8.949776  0.406  0.076  0.036  0.076  0.000  0.000  0.000  0.000  0.000  0.594
   2.32560     -8.949776  0.406  0.076  0.036  0.076  0.000  0.000  0.000  0.000  0.000  0.594
   2.31117     -8.884012  0.404  0.074  0.036  0.080  0.000  0.000  0.000  0.000  0.000  0.594
   2.29674     -8.823344  0.402  0.072  0.034  0.086  0.000  0.000  0.000  0.000  0.000  0.594
   2.28232     -8.768060  0.398  0.070  0.034  0.090  0.000  0.000  0.000  0.000  0.000  0.592
   2.26789     -8.718303  0.394  0.068  0.034  0.096  0.000  0.000  0.000  0.000  0.000  0.592
   2.25346     -8.674192  0.390  0.066  0.034  0.100  0.000  0.000  0.000  0.000  0.000  0.590
   2.23903     -8.635990  0.386  0.064  0.034  0.106  0.000  0.000  0.000  0.000  0.000  0.590
   2.22460     -8.603449  0.380  0.062  0.032  0.112  0.000  0.000  0.000  0.000  0.000  0.588
   2.21018     -8.576491  0.374  0.062  0.032  0.118  0.000  0.000  0.000  0.000  0.000  0.586
   2.19575     -8.554897  0.368  0.060  0.032  0.124  0.000  0.000  0.000  0.000  0.000  0.582
   2.18132     -8.538471  0.360  0.060  0.030  0.128  0.000  0.000  0.000  0.000  0.000  0.580
   2.16689     -8.526876  0.354  0.058  0.030  0.134  0.000  0.000  0.000  0.000  0.000  0.578
   2.15247     -8.519614  0.348  0.058  0.030  0.140  0.000  0.000  0.000  0.000  0.000  0.574
   2.13804     -8.516548  0.340  0.058  0.030  0.144  0.000  0.000  0.000  0.000  0.000  0.572
   2.12361     -8.517198  0.334  0.058  0.028  0.148  0.000  0.000  0.000  0.000  0.000  0.568
   2.10918     -8.521186  0.326  0.058  0.028  0.152  0.000  0.000  0.000  0.000  0.000  0.566
   2.09476     -8.528224  0.320  0.058  0.028  0.156  0.000  0.000  0.000  0.000  0.000  0.562
   2.08033     -8.537799  0.314  0.058  0.026  0.160  0.000  0.000  0.000  0.000  0.000  0.560
   2.06590     -8.549657  0.308  0.058  0.026  0.164  0.000  0.000  0.000  0.000  0.000  0.556
   2.05147     -8.563489  0.302  0.058  0.026  0.166  0.000  0.000  0.000  0.000  0.000  0.554
